,Description,Location Description,Arrest,Domestic,beatnum,Language,housingcrowdedpct,belowpovertypct,adultnojobpct,adultnohighschoolpct,under18above64pct,incomepercapita,hardshipindex,Temperature,Snowfall,Severity
8913,32,9,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,50.7,19.8,1
11663,4,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
435,19,12,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,0
18216,31,27,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,0
18696,11,5,1,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
382,21,5,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,52.7,0
19563,46,18,1,0,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,54.5,30.1,1
9242,22,25,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,1
13175,34,27,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,0
9985,60,25,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,1
1610,22,25,1,1,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,50.7,19.8,1
8147,6,27,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,1
848,6,5,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,51.5,57.9,1
4849,106,70,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,1
15701,7,3,1,0,21870,1,11.1,15.6,16.7,37.0,37.7,15754,69,48.7,52.7,0
19931,7,5,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,54.5,30.1,0
1918,20,4,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
7364,1,2,0,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,52.7,1
2571,83,27,0,0,3870,2,2.7,8.6,12.4,13.4,35.5,27751,25,48.7,54.2,1
7377,22,27,1,1,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,54.2,1
13187,94,27,1,1,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,0
13335,4,5,1,0,17070,1,2.1,11.5,20.0,11.0,44.0,28887,38,54.5,30.1,0
16043,19,27,1,0,21870,1,5.8,14.9,9.6,33.6,39.6,16907,56,50.7,19.8,0
11691,17,9,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,1
1524,33,12,1,0,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,1
10432,65,4,0,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,54.5,30.1,0
9535,68,25,1,0,12270,1,9.6,25.8,15.8,40.7,32.6,16444,76,48.7,54.2,0
8228,88,5,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,0
8773,81,25,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,0
8823,17,5,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,1
10952,33,27,1,1,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,50.7,19.8,1
16432,7,38,0,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
8376,49,5,0,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
9372,49,4,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,0
2753,11,5,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,50.7,19.8,0
8035,34,49,1,1,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,0
10338,65,4,0,0,16845,3,5.7,40.1,16.7,34.5,38.3,16148,82,51.5,57.9,0
3497,22,27,0,1,5070,2,5.2,10.6,10.0,16.2,33.6,26282,28,48.7,54.2,1
10738,84,0,0,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,54.2,0
10155,25,4,1,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,50.7,19.8,0
10449,84,44,0,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,50.7,19.8,0
19467,33,25,0,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,52.7,1
4487,6,5,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,52.7,1
10783,12,6,1,0,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,54.2,1
5135,20,5,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
18837,49,5,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
14141,90,4,0,0,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,50.7,19.8,0
12962,7,3,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,52.7,0
7793,6,5,1,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,51.5,57.9,1
16414,33,21,1,0,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,50.7,19.8,1
11400,44,4,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,52.7,0
1496,11,5,1,0,3345,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,0
12405,22,27,1,1,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,54.5,30.1,1
10353,65,4,0,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,48.7,54.2,0
9347,22,5,1,1,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,1
4179,71,69,0,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,51.5,57.9,0
5870,33,27,1,0,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,1
9088,49,4,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,0
759,6,4,1,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,1
15823,13,38,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,51.5,57.9,0
1128,33,44,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,1
11490,6,14,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,52.7,1
7072,11,5,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
16288,9,5,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,54.2,0
17798,127,5,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,51.5,57.9,0
1692,68,25,1,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,51.5,57.9,0
2164,8,2,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,0
954,4,25,1,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,51.5,57.9,0
17891,7,3,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,54.5,30.1,0
9051,88,4,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,52.7,0
13177,33,27,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
12752,203,4,0,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,51.5,57.9,0
17881,46,5,0,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,1
14558,7,5,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,48.7,54.2,0
18884,11,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
7092,59,13,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
12311,7,0,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,0
1995,6,34,0,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,1
593,23,5,0,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,0
7687,68,27,0,0,12345,1,8.2,42.4,19.6,21.3,43.2,12961,83,48.7,52.7,0
1931,7,5,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,54.2,0
5012,14,5,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,1
16677,17,3,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,1
2605,4,3,1,0,5070,2,2.7,8.6,12.4,13.4,35.5,27751,25,50.7,19.8,0
5893,93,5,0,0,10850,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,0
414,32,5,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,48.7,52.7,1
6981,17,48,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
11388,33,1,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,51.5,57.9,1
14328,63,5,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,54.5,30.1,1
6076,0,5,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,0
2409,22,27,1,1,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,48.7,52.7,1
4429,34,27,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,0
961,1,34,0,0,3345,1,3.4,10.9,8.2,13.4,25.5,37524,17,48.7,54.2,1
19286,19,27,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,54.5,30.1,0
17426,20,27,0,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,0
11053,33,25,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,54.2,1
2318,33,27,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,51.5,57.9,1
4942,47,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,1
19988,22,27,1,1,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,50.7,19.8,1
14906,87,14,0,0,22849,1,14.4,23.6,13.9,45.1,39.3,13089,84,48.7,52.7,0
19991,22,27,1,1,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,50.7,19.8,1
11366,93,5,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,51.5,57.9,0
13774,34,27,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,0
15238,40,4,1,0,15501,3,4.5,18.9,13.7,22.2,31.3,22694,43,50.7,19.8,1
19521,179,27,0,1,37845,1,0.8,13.2,15.0,10.8,40.3,27149,30,54.5,30.1,0
9321,6,4,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,54.5,30.1,1
17755,68,19,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,48.7,54.2,0
1147,17,5,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,48.7,52.7,1
8690,22,27,1,1,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,1
19707,96,44,1,0,37845,2,3.6,15.4,7.1,10.9,30.3,25828,24,51.5,57.9,1
1695,1,3,0,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,54.5,30.1,1
4746,66,5,0,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,1
3316,20,5,0,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,50.7,19.8,0
4140,77,37,0,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,50.7,19.8,1
6394,1,43,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,51.5,57.9,1
11569,19,25,1,0,18345,1,2.9,30.7,23.4,16.5,36.1,18672,58,51.5,57.9,0
5512,34,27,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,52.7,0
18520,7,5,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,48.7,52.7,0
2007,19,25,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,54.5,30.1,0
9148,7,5,1,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,50.7,19.8,0
9415,1,27,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,52.7,1
6623,49,4,0,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
12784,50,25,0,0,17070,4,1.4,17.2,21.1,10.6,39.3,24454,41,54.5,30.1,0
2229,34,27,1,0,3870,1,1.9,12.9,7.0,2.5,22.6,88669,1,50.7,19.8,0
1331,38,9,1,0,3345,1,1.1,11.4,4.7,2.6,17.0,60058,5,51.5,57.9,1
7267,37,4,0,0,12345,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
4367,49,5,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,50.7,19.8,0
4559,6,5,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,1
2976,6,27,1,1,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,48.7,52.7,1
11219,11,48,1,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,50.7,19.8,0
15117,22,27,1,0,15501,1,7.2,18.7,13.4,32.9,35.6,16954,61,48.7,54.2,1
14658,17,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,48.7,54.2,1
12663,35,5,0,1,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,51.5,57.9,0
19997,51,27,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,52.7,1
9109,4,6,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,50.7,19.8,0
267,47,0,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,1
17687,17,5,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,1
13042,6,5,0,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,52.7,1
2485,49,4,0,0,3870,2,2.0,5.4,9.0,11.5,39.5,32875,21,48.7,52.7,0
2979,144,5,1,0,5070,1,4.1,11.6,12.6,19.3,34.0,24336,35,50.7,19.8,0
12563,18,5,1,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,54.2,0
3992,6,5,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,54.5,30.1,1
3801,81,34,0,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,50.7,19.8,0
9903,7,37,1,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,0
11550,49,4,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,52.7,0
12741,7,19,1,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,48.7,52.7,0
11143,49,4,0,0,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,50.7,19.8,0
6582,6,4,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,1
14255,145,4,0,0,13701,1,3.3,25.9,19.4,20.5,42.1,16563,62,54.5,30.1,0
13763,7,27,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,48.7,54.2,0
6636,6,25,0,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
9150,8,2,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,0
8554,46,4,1,0,13845,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,54.2,1
5391,55,0,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,0
3585,3,27,1,0,5070,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,0
2603,3,27,1,0,5070,2,2.7,8.6,12.4,13.4,35.5,27751,25,48.7,52.7,0
1634,7,55,0,0,3870,1,0.8,12.3,5.1,3.6,21.5,71551,2,51.5,57.9,0
11811,6,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,54.2,1
18990,11,5,1,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,52.7,0
4387,74,5,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,51.5,57.9,0
17599,75,5,1,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
9474,7,0,1,0,12270,1,15.2,30.7,15.8,54.8,33.8,10402,96,48.7,54.2,0
14668,33,5,1,0,22849,1,2.6,8.8,11.3,19.3,38.1,26353,32,54.5,30.1,1
4820,34,27,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,50.7,19.8,0
15722,6,5,1,0,21870,1,11.1,15.6,16.7,37.0,37.7,15754,69,54.5,30.1,1
4114,86,0,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,50.7,19.8,1
19969,34,27,1,1,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,52.7,0
14602,7,19,1,0,22849,1,5.8,56.5,34.6,27.5,51.5,8201,98,51.5,57.9,0
12118,22,50,1,1,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,48.7,52.7,1
548,33,27,1,0,1336,1,7.8,17.2,8.8,20.8,38.5,23040,46,51.5,57.9,1
3940,33,27,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,51.5,57.9,1
9755,6,27,0,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,54.5,30.1,1
19891,7,25,1,0,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,52.7,0
17582,49,37,0,0,20001,1,3.8,46.6,28.0,28.5,42.5,11888,94,54.5,30.1,0
17441,19,6,1,0,18201,1,3.8,46.6,28.0,28.5,42.5,11888,94,50.7,19.8,0
2786,6,57,1,0,5070,1,11.3,19.2,10.0,32.9,32.0,21323,53,54.5,30.1,1
6373,31,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
3517,6,4,1,0,5070,1,8.1,15.3,13.8,23.5,38.6,22014,50,51.5,57.9,1
4,4,3,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,50.7,19.8,0
5162,6,25,1,1,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,1
12353,11,5,1,0,18345,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,0
2562,137,44,0,0,3870,2,2.7,8.6,12.4,13.4,35.5,27751,25,51.5,57.9,0
16339,29,12,1,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,0
19344,6,0,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,54.2,1
11697,17,5,1,0,18345,1,2.8,31.1,20.0,14.0,35.7,19398,55,54.5,30.1,1
10360,45,27,0,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,48.7,52.7,0
8059,9,2,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,52.7,0
16926,19,16,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,50.7,19.8,0
4392,19,27,1,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,54.5,30.1,0
805,1,45,0,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,52.7,1
3756,43,27,1,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,54.2,0
6814,4,27,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,54.2,0
18996,81,5,0,0,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,51.5,57.9,0
191,13,12,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,54.5,30.1,0
8450,33,12,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,48.7,54.2,1
18079,59,27,1,1,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,1
4007,17,4,0,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,50.7,19.8,1
6599,34,0,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,0
13030,17,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,1
10151,140,4,0,0,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,0
8797,17,55,1,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,48.7,54.2,1
6663,7,3,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
18683,49,44,0,0,21801,1,4.0,27.6,28.3,18.5,41.9,15528,74,48.7,54.2,0
3791,20,9,0,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,54.5,30.1,0
10412,19,15,1,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,51.5,57.9,0
18890,34,0,1,1,37845,1,4.0,27.6,28.3,18.5,41.9,15528,74,50.7,19.8,0
11409,65,4,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,54.2,0
3197,46,4,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,51.5,57.9,1
5270,17,5,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,51.5,57.9,1
7431,40,5,1,0,12345,1,9.4,41.7,25.8,24.5,43.6,10934,92,48.7,52.7,1
13152,40,27,0,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,1
4431,22,27,0,0,4701,1,3.2,16.8,8.2,14.8,26.2,31908,23,48.7,52.7,1
11552,102,48,0,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,48.7,54.2,0
10378,68,0,1,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,48.7,54.2,0
6764,6,43,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,50.7,19.8,1
3900,49,4,0,0,4701,1,10.8,18.7,14.6,37.3,37.3,15461,70,48.7,52.7,0
18261,11,19,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,0
13163,12,4,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,48.7,54.2,1
670,19,49,1,0,1336,1,3.8,24.0,8.9,11.8,22.2,35787,20,51.5,57.9,0
6031,44,4,1,0,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,54.5,30.1,0
19365,7,42,1,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,54.5,30.1,0
15634,8,6,0,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,52.7,0
6603,22,27,1,1,10850,1,6.3,28.6,22.6,24.4,37.9,15957,73,48.7,52.7,1
2491,1,23,0,0,3870,2,2.0,5.4,9.0,11.5,39.5,32875,21,48.7,52.7,1
18198,6,27,1,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,1
15361,22,4,1,0,15501,1,11.9,29.0,23.0,41.5,38.9,12765,91,48.7,54.2,1
17955,33,27,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,52.7,1
36,13,13,1,0,1336,1,7.7,23.6,8.7,18.2,27.5,23939,39,54.5,30.1,0
10677,22,27,0,1,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,48.7,54.2,1
3970,55,27,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,54.5,30.1,0
8599,49,9,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,51.5,57.9,0
8417,19,0,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,51.5,57.9,0
16329,46,4,0,0,21870,1,7.6,27.9,17.1,31.2,40.6,13231,80,51.5,57.9,1
5170,74,56,1,0,7470,1,14.8,33.9,17.3,35.4,38.0,13781,85,48.7,54.2,0
16491,22,27,1,1,28845,1,7.6,27.9,17.1,31.2,40.6,13231,80,48.7,52.7,1
16809,17,5,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,51.5,57.9,1
17152,35,27,1,0,28845,1,4.8,34.4,35.9,26.3,40.7,11317,89,48.7,52.7,0
19822,22,25,1,1,37845,1,4.1,18.2,9.2,9.7,23.8,33385,19,48.7,54.2,1
4214,32,25,1,0,4701,1,6.0,15.3,9.2,24.7,31.0,20039,42,48.7,52.7,1
3253,7,5,1,0,5070,1,6.3,13.1,10.0,22.4,31.6,27249,34,50.7,19.8,0
17976,7,44,1,0,20001,1,3.6,29.6,23.0,16.5,41.0,17285,66,48.7,54.2,0
4080,17,5,1,0,4701,1,6.9,20.5,13.1,41.6,36.4,15089,71,48.7,52.7,1
13415,109,5,1,0,13701,1,2.5,19.8,20.3,16.9,41.2,17949,52,54.5,30.1,0
12589,11,5,1,0,17070,1,3.3,27.8,24.0,14.5,40.3,18881,60,50.7,19.8,0
11211,22,25,1,1,16845,1,5.6,42.1,28.6,25.4,42.8,13785,88,48.7,52.7,1
9871,22,5,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,50.7,19.8,1
15780,7,44,1,0,21870,1,15.8,23.4,18.2,51.5,38.8,12171,93,51.5,57.9,0
10943,33,27,1,1,16845,1,2.4,21.7,15.7,11.3,35.4,35911,26,50.7,19.8,1
1001,6,46,1,0,3345,1,0.3,7.5,5.2,4.5,26.2,57123,6,48.7,54.2,1
9949,22,12,1,1,12270,3,1.5,14.7,5.7,3.1,13.5,65526,3,51.5,57.9,1
10647,22,4,1,1,16845,1,3.3,29.3,24.3,15.9,39.5,23472,57,54.5,30.1,1
9458,7,5,1,0,12270,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,0
15932,6,4,1,0,21870,1,2.7,8.9,9.5,18.8,37.6,25113,29,48.7,52.7,1
8838,8,1,0,0,13845,1,7.4,43.1,21.2,27.6,42.7,12034,87,54.5,30.1,0
9453,7,5,0,0,13845,1,15.2,30.7,15.8,54.8,33.8,10402,96,51.5,57.9,0
3531,37,6,0,0,5070,1,8.1,15.3,13.8,23.5,38.6,22014,50,48.7,52.7,1
5730,7,27,1,1,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,48.7,54.2,0
715,80,5,0,0,3345,1,3.8,24.0,8.9,11.8,22.2,35787,20,48.7,54.2,0
11462,7,55,1,0,16845,1,2.9,30.7,23.4,16.5,36.1,18672,58,50.7,19.8,0
10256,7,25,1,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,48.7,52.7,0
10354,47,44,1,0,16845,3,1.8,29.6,18.2,14.3,30.7,23791,47,54.5,30.1,1
14359,19,27,1,0,22849,1,3.3,25.9,19.4,20.5,42.1,16563,62,51.5,57.9,0
10183,138,5,0,0,12270,3,1.3,13.8,4.9,7.4,21.8,59077,7,54.5,30.1,0
5825,31,27,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,54.5,30.1,0
19331,17,5,0,0,37845,1,1.1,16.9,20.8,13.7,42.6,19713,48,48.7,54.2,1
13190,17,5,1,0,17070,1,4.7,29.8,19.7,26.6,41.1,16579,75,50.7,19.8,1
18500,23,5,1,0,21801,1,4.0,10.4,11.7,17.7,36.9,23482,37,50.7,19.8,0
8321,47,5,1,0,12345,1,3.8,20.6,10.7,9.6,22.2,44689,15,54.5,30.1,1
5617,6,0,1,0,7470,1,2.3,14.7,6.6,12.9,21.7,43198,10,51.5,57.9,1
14125,80,4,0,0,13701,1,6.8,19.2,12.1,31.9,42.8,17104,64,51.5,57.9,0
18353,20,5,0,0,21801,1,3.6,29.6,23.0,16.5,41.0,17285,66,51.5,57.9,0
15608,33,3,1,0,21870,1,11.9,29.0,23.0,41.5,38.9,12765,91,50.7,19.8,1
